chart,country,fiscal_year,value,center,lcl,ucl,sigma,robust_z,n_baseline,rule,severity,explanation,abs_z,incident_id
A_level,Cote d'Ivoire,2025,1278132295.0,202693242.6,0.0,473437959.3129599,90248238.90431997,11.916454719301136,10,beyond_limits,high,"Cote d'Ivoire FY2025: disbursement of $1,278,132,295 is above the expected range $0 to $473,437,959 (learned from FY2010-2019, where a typical year was $202,693,243); that is 11.9 robust sigmas from the typical year (limits sit at 3), so 8.9 beyond the $473,437,959 limit.",11.916454719301136,
A_level,Sao Tome and Principe,2026,61087298.51,4348857.324999999,0.0,18776050.060080998,4809064.245026999,11.798228988866724,10,beyond_limits,high,"Sao Tome and Principe FY2026: disbursement of $61,087,299 is above the expected range $0 to $18,776,050 (learned from FY2010-2019, where a typical year was $4,348,857); that is 11.8 robust sigmas from the typical year (limits sit at 3), so 8.8 beyond the $18,776,050 limit.",11.798228988866724,
A_level,Nigeria,2024,2848772371.0,819493219.3499999,289524142.56473947,1349462296.1352603,176656358.92842016,11.487155990078167,10,beyond_limits,high,"Nigeria FY2024: disbursement of $2,848,772,371 is above the expected range $289,524,143 to $1,349,462,296 (learned from FY2010-2019, where a typical year was $819,493,219); that is 11.5 robust sigmas from the typical year (limits sit at 3), so 8.5 beyond the $1,349,462,296 limit.",11.487155990078167,
A_level,Madagascar,2026,763486841.3,102565118.42,0.0,276685653.890546,58040178.490182,11.387313755277315,10,beyond_limits,high,"Madagascar FY2026: disbursement of $763,486,841 is above the expected range $0 to $276,685,654 (learned from FY2010-2019, where a typical year was $102,565,118); that is 11.4 robust sigmas from the typical year (limits sit at 3), so 8.4 beyond the $276,685,654 limit.",11.387313755277315,
A_level,St. Lucia,2025,19571728.38,4078803.77,0.0,8187234.205949,1369476.811983,11.31302441518982,10,beyond_limits,high,"St. Lucia FY2025: disbursement of $19,571,728 is above the expected range $0 to $8,187,234 (learned from FY2010-2019, where a typical year was $4,078,804); that is 11.3 robust sigmas from the typical year (limits sit at 3), so 8.3 beyond the $8,187,234 limit.",11.31302441518982,
A_level,Maldives,2026,48126116.85,6031697.390000001,0.0,17504279.276822,3824193.962274,11.007396558664398,10,beyond_limits,high,"Maldives FY2026: disbursement of $48,126,117 is above the expected range $0 to $17,504,279 (learned from FY2010-2019, where a typical year was $6,031,697); that is 11.0 robust sigmas from the typical year (limits sit at 3), so 8.0 beyond the $17,504,279 limit.",11.007396558664398,
A_level,Benin,2023,489649129.2,99368766.845,0.0,206060280.188849,35563837.781283,10.97407891564509,10,beyond_limits,high,"Benin FY2023: disbursement of $489,649,129 is above the expected range $0 to $206,060,280 (learned from FY2010-2019, where a typical year was $99,368,767); that is 11.0 robust sigmas from the typical year (limits sit at 3), so 8.0 beyond the $206,060,280 limit.",10.97407891564509,
A_level,Cambodia,2026,223901932.9,39354260.66500001,0.0,89866973.63595098,16837570.99031699,10.960468843227467,10,beyond_limits,high,"Cambodia FY2026: disbursement of $223,901,933 is above the expected range $0 to $89,866,974 (learned from FY2010-2019, where a typical year was $39,354,261); that is 11.0 robust sigmas from the typical year (limits sit at 3), so 8.0 beyond the $89,866,974 limit.",10.960468843227467,
A_level,Uzbekistan,2021,483052903.6,74390996.77000001,0.0,190685106.226546,38764703.152182,10.542113665250579,10,beyond_limits,high,"Uzbekistan FY2021: disbursement of $483,052,904 is above the expected range $0 to $190,685,106 (learned from FY2010-2019, where a typical year was $74,390,997); that is 10.5 robust sigmas from the typical year (limits sit at 3), so 7.5 beyond the $190,685,106 limit.",10.542113665250579,
A_level,Mozambique,2026,949113384.8,246160548.39999998,46058962.790830076,446262134.0091699,66700528.53638996,10.538939523042735,10,beyond_limits,high,"Mozambique FY2026: disbursement of $949,113,385 is above the expected range $46,058,963 to $446,262,134 (learned from FY2010-2019, where a typical year was $246,160,548); that is 10.5 robust sigmas from the typical year (limits sit at 3), so 7.5 beyond the $446,262,134 limit.",10.538939523042735,
A_level,Mozambique,2023,945997692.1,246160548.39999998,46058962.790830076,446262134.0091699,66700528.53638996,10.492227858707121,10,beyond_limits,high,"Mozambique FY2023: disbursement of $945,997,692 is above the expected range $46,058,963 to $446,262,134 (learned from FY2010-2019, where a typical year was $246,160,548); that is 10.5 robust sigmas from the typical year (limits sit at 3), so 7.5 beyond the $446,262,134 limit.",10.492227858707121,
A_level,Zambia,2025,398702716.7,80586335.42,0.0,173912154.722324,31108606.434107997,10.225992667135737,10,beyond_limits,high,"Zambia FY2025: disbursement of $398,702,717 is above the expected range $0 to $173,912,155 (learned from FY2010-2019, where a typical year was $80,586,335); that is 10.2 robust sigmas from the typical year (limits sit at 3), so 7.2 beyond the $173,912,155 limit.",10.225992667135737,
A_level,Guinea-Bissau,2026,60848111.53,10534009.11,0.0,25298405.152619995,4921465.347539999,10.223398696721409,10,beyond_limits,high,"Guinea-Bissau FY2026: disbursement of $60,848,112 is above the expected range $0 to $25,298,405 (learned from FY2010-2019, where a typical year was $10,534,009); that is 10.2 robust sigmas from the typical year (limits sit at 3), so 7.2 beyond the $25,298,405 limit.",10.223398696721409,
A_level,Togo,2020,217500910.7,37187074.635000005,0.0,90175012.81332903,17662646.05944301,10.208766877746413,10,beyond_limits,high,"Togo FY2020: disbursement of $217,500,911 is above the expected range $0 to $90,175,013 (learned from FY2010-2019, where a typical year was $37,187,075); that is 10.2 robust sigmas from the typical year (limits sit at 3), so 7.2 beyond the $90,175,013 limit.",10.208766877746413,
A_level,Caribbean,2026,4148392.27,429999.995,0.0,1523356.723226,364452.242742,10.202687317888982,10,beyond_limits,high,"Caribbean FY2026: disbursement of $4,148,392 is above the expected range $0 to $1,523,357 (learned from FY2010-2019, where a typical year was $430,000); that is 10.2 robust sigmas from the typical year (limits sit at 3), so 7.2 beyond the $1,523,357 limit.",10.202687317888982,
A_level,"Gambia, The",2021,96068014.0,17566723.665,0.0,40836137.685111,7756471.340037001,10.12074781090154,10,beyond_limits,high,"Gambia, The FY2021: disbursement of $96,068,014 is above the expected range $0 to $40,836,138 (learned from FY2010-2019, where a typical year was $17,566,724); that is 10.1 robust sigmas from the typical year (limits sit at 3), so 7.1 beyond the $40,836,138 limit.",10.12074781090154,
A_level,St. Lucia,2023,17925870.24,4078803.77,0.0,8187234.205949,1369476.811983,10.111209148513783,10,beyond_limits,high,"St. Lucia FY2023: disbursement of $17,925,870 is above the expected range $0 to $8,187,234 (learned from FY2010-2019, where a typical year was $4,078,804); that is 10.1 robust sigmas from the typical year (limits sit at 3), so 7.1 beyond the $8,187,234 limit.",10.111209148513783,
A_level,Guyana,2024,62068531.1,5592748.529999999,0.0,22519398.086858995,5642216.518952998,10.009502893107683,10,beyond_limits,high,"Guyana FY2024: disbursement of $62,068,531 is above the expected range $0 to $22,519,398 (learned from FY2010-2019, where a typical year was $5,592,749); that is 10.0 robust sigmas from the typical year (limits sit at 3), so 7.0 beyond the $22,519,398 limit.",10.009502893107683,
A_level,Ethiopia,2026,3487176014.0,906647300.05,124527318.51109004,1688767281.5889099,260706660.51296997,9.898207851201485,10,beyond_limits,high,"Ethiopia FY2026: disbursement of $3,487,176,014 is above the expected range $124,527,319 to $1,688,767,282 (learned from FY2010-2019, where a typical year was $906,647,300); that is 9.9 robust sigmas from the typical year (limits sit at 3), so 6.9 beyond the $1,688,767,282 limit.",9.898207851201485,
A_level,"Congo, Republic of",2023,142793066.2,20407067.96,0.0,57810356.538151994,12467762.859383998,9.81619554528861,10,beyond_limits,high,"Congo, Republic of FY2023: disbursement of $142,793,066 is above the expected range $0 to $57,810,357 (learned from FY2010-2019, where a typical year was $20,407,068); that is 9.8 robust sigmas from the typical year (limits sit at 3), so 6.8 beyond the $57,810,357 limit.",9.81619554528861,
A_level,Djibouti,2026,74932122.3,8389680.75,0.0,28753650.503505,6787989.917834999,9.802967057326365,10,beyond_limits,high,"Djibouti FY2026: disbursement of $74,932,122 is above the expected range $0 to $28,753,651 (learned from FY2010-2019, where a typical year was $8,389,681); that is 9.8 robust sigmas from the typical year (limits sit at 3), so 6.8 beyond the $28,753,651 limit.",9.802967057326365,
A_level,Papua New Guinea,2022,119981351.6,26199986.33,0.0,54908784.83159301,9569599.500531003,9.799925823938212,10,beyond_limits,high,"Papua New Guinea FY2022: disbursement of $119,981,352 is above the expected range $0 to $54,908,785 (learned from FY2010-2019, where a typical year was $26,199,986); that is 9.8 robust sigmas from the typical year (limits sit at 3), so 6.8 beyond the $54,908,785 limit.",9.799925823938212,
A_level,Benin,2025,443165747.6,99368766.845,0.0,206060280.188849,35563837.781283,9.667038267055025,10,beyond_limits,high,"Benin FY2025: disbursement of $443,165,748 is above the expected range $0 to $206,060,280 (learned from FY2010-2019, where a typical year was $99,368,767); that is 9.7 robust sigmas from the typical year (limits sit at 3), so 6.7 beyond the $206,060,280 limit.",9.667038267055025,
A_level,Zambia,2022,380819752.7,80586335.42,0.0,173912154.722324,31108606.434107997,9.651136829800869,10,beyond_limits,high,"Zambia FY2022: disbursement of $380,819,753 is above the expected range $0 to $173,912,155 (learned from FY2010-2019, where a typical year was $80,586,335); that is 9.7 robust sigmas from the typical year (limits sit at 3), so 6.7 beyond the $173,912,155 limit.",9.651136829800869,
A_level,Uzbekistan,2022,446671842.0,74390996.77000001,0.0,190685106.226546,38764703.152182,9.60360366409887,10,beyond_limits,high,"Uzbekistan FY2022: disbursement of $446,671,842 is above the expected range $0 to $190,685,106 (learned from FY2010-2019, where a typical year was $74,390,997); that is 9.6 robust sigmas from the typical year (limits sit at 3), so 6.6 beyond the $190,685,106 limit.",9.60360366409887,
A_level,Ghana,2024,1017509419.0,352978238.70000005,145159803.04230008,560796674.3577,69272811.88589999,9.592958077038313,10,beyond_limits,high,"Ghana FY2024: disbursement of $1,017,509,419 is above the expected range $145,159,803 to $560,796,674 (learned from FY2010-2019, where a typical year was $352,978,239); that is 9.6 robust sigmas from the typical year (limits sit at 3), so 6.6 beyond the $560,796,674 limit.",9.592958077038313,
A_level,Kenya,2021,1438320244.0,495859367.70000005,199603723.65669,792115011.7433101,98751881.34777002,9.54372578463572,10,beyond_limits,high,"Kenya FY2021: disbursement of $1,438,320,244 is above the expected range $199,603,724 to $792,115,012 (learned from FY2010-2019, where a typical year was $495,859,368); that is 9.5 robust sigmas from the typical year (limits sit at 3), so 6.5 beyond the $792,115,012 limit.",9.54372578463572,
A_level,Ethiopia,2025,3344037618.0,906647300.05,124527318.51109004,1688767281.5889099,260706660.51296997,9.349167808579027,10,beyond_limits,high,"Ethiopia FY2025: disbursement of $3,344,037,618 is above the expected range $124,527,319 to $1,688,767,282 (learned from FY2010-2019, where a typical year was $906,647,300); that is 9.3 robust sigmas from the typical year (limits sit at 3), so 6.3 beyond the $1,688,767,282 limit.",9.349167808579027,
A_level,"Congo, Republic of",2026,135731518.9,20407067.96,0.0,57810356.538151994,12467762.859383998,9.249811072016001,10,beyond_limits,high,"Congo, Republic of FY2026: disbursement of $135,731,519 is above the expected range $0 to $57,810,357 (learned from FY2010-2019, where a typical year was $20,407,068); that is 9.2 robust sigmas from the typical year (limits sit at 3), so 6.2 beyond the $57,810,357 limit.",9.249811072016001,
A_level,Senegal,2024,442067280.9,161472811.7,70138867.26197009,252806756.13802987,30444648.146009967,9.21654498532197,10,beyond_limits,high,"Senegal FY2024: disbursement of $442,067,281 is above the expected range $70,138,867 to $252,806,756 (learned from FY2010-2019, where a typical year was $161,472,812); that is 9.2 robust sigmas from the typical year (limits sit at 3), so 6.2 beyond the $252,806,756 limit.",9.21654498532197,
A_level,Madagascar,2024,631138639.2,102565118.42,0.0,276685653.890546,58040178.490182,9.107027830202362,10,beyond_limits,high,"Madagascar FY2024: disbursement of $631,138,639 is above the expected range $0 to $276,685,654 (learned from FY2010-2019, where a typical year was $102,565,118); that is 9.1 robust sigmas from the typical year (limits sit at 3), so 6.1 beyond the $276,685,654 limit.",9.107027830202362,
A_level,Sao Tome and Principe,2025,48098122.31,4348857.324999999,0.0,18776050.060080998,4809064.245026999,9.097251098327629,10,beyond_limits,high,"Sao Tome and Principe FY2025: disbursement of $48,098,122 is above the expected range $0 to $18,776,050 (learned from FY2010-2019, where a typical year was $4,348,857); that is 9.1 robust sigmas from the typical year (limits sit at 3), so 6.1 beyond the $18,776,050 limit.",9.097251098327629,
A_level,Caribbean,2023,3743030.29,429999.995,0.0,1523356.723226,364452.242742,9.090437391944747,10,beyond_limits,high,"Caribbean FY2023: disbursement of $3,743,030 is above the expected range $0 to $1,523,357 (learned from FY2010-2019, where a typical year was $430,000); that is 9.1 robust sigmas from the typical year (limits sit at 3), so 6.1 beyond the $1,523,357 limit.",9.090437391944747,
A_level,Kenya,2026,1381485839.0,495859367.70000005,199603723.65669,792115011.7433101,98751881.34777002,8.968198470884108,10,beyond_limits,high,"Kenya FY2026: disbursement of $1,381,485,839 is above the expected range $199,603,724 to $792,115,012 (learned from FY2010-2019, where a typical year was $495,859,368); that is 9.0 robust sigmas from the typical year (limits sit at 3), so 6.0 beyond the $792,115,012 limit.",8.968198470884108,
